80C091PW,C PLAIN WHITE 1.70 MTR -091,25,1,0
80C091RB,RESHAM BORDER 2.00MTS - 091,45,1,0
80C092MT,CPC MOTI 2.00 MTR -092,25,1,0
80C092RB,RESHAM BORDER 2.25MTS - 092,45,1,0
80C093MT,CPC MOTI 2.25 MTR -093,25,1,0
80C094GM,CPC MOTI GD 2.25 MTR -094,55,1,0
80C094MK,CPC MATKA 2.00 MTR -094,25,1,0
80C095MK,CPC MATKA 2.25 MTR -095,25,1,0
80C095PT,C PRINT 2.00 MTR -095,25,1,0
80C096PT,C PRINT 2.25 MTR -096,25,1,0
80C097MT,CPC MUTHTHA 2.00 MTR -097,25,1,0
80C098MT,CPC MUTHTHA 2.25 MTR -098,25,1,0
80CC316B,COTTON BADAL 1.6MTS - P03,1,1,0
80CH001B,CH. BOOTA 2MTS. - CH001,1,1,0
80CP0217,COTTON PLAIN 1.70MTS -PC02 ,1,1,0
80CP0316,COTTON PLAIN 1.60MTS -PC03,1,1,0
80CPC005,CPC COTTON PLAIN COLOR 2.25M - C005,1,1,0
80CPC012,CPC, PRINT COLOR 2.25MTS -PC01,1,1,0
80CPC01B,CPC LACE 2.MTS - CPC01,1,1,0
80CPC02B,CPC BOOTA 2MTS - CPC01,1,1,0
80CPC42M,CPC 2 METER - P04,1,1,0
80CPCB25,CPC BRUSH 2.25M,1,1,0
80CPCBM2,CPC BLACK MOTI, 2.25 MTR,1,1,0
80CPCMLC,CPC MOTI LACE 2.25 MTR,1,1,0
80CPF225,COTTON PRINT FUDNA 2.25MTS,1,1,0
80DJN001,80DJN001 GOLD STONE,1,1,0
80DJN002,80DJN002 - GOLD STONE,1,1,0
80KK0116,CPC, KK 1.6MTS,1,1,0
80KK0117,CPC, KK 1.7MTS,1,1,0
80KK0120,CPC, KK 2.00MTS,1,1,0
80PC0422,COTTN PLAIN 2.25MTS. - P04,1,1,0
80PCP02B,COTTON BADAL 2MTS - P02,1,1,0
90SCP001,JODA CHAKDA PRINT,1,1,0
90SGC099,SUITS, GC - DYEING, -099,125,1,0
90SGC100,SUITS, GC - DISCHARGE, -100,125,1,0
90SGC101,SUITS, GC - WHITE, -101,125,1,0
90SGC102,SUITS, GC - STAR GULTI, -102,125,1,0
90SGC103,SUITS, GC - NAGIN, -103,125,1,0
90SGC104,SUIT, GC - LADDO - GC104,1,1,0
90SGP001,JODA GUJRI PLAIN,1,1,0
90VPF013,VISCOS PRINT (P B M) 36X80,1,1,0
90WSDS01,WOOLEN DARK SELF PRINT,1,1,0
90WSLS01,WOOLEN LIGHT SELF PRINT,1,1,0
91F0014C,FLOWER 4 COLOR - F001,1,1,0
91F001FW,FLOWER WHITE - F001,1,1,0
91F002FM,FLOWER MULTI - F002,1,1,0
91F003FC,FLOWER COLOR - F003,1,1,0
91F14CMG,FLOWER COLOR GD NG,1,1,0
92V000CM,VELVET MOTI COLOR,1,1,0
92VELCLM,VELVEL BLACK MOTI,1,1,0
92VELTGM,VELVEL TIGER PRINT MOTI,1,1,0
